Transaction_ID,Date,State,City,Station_ID,Fuel_Type,Customer_Type,Vehicle_Type,Quantity_Litres,Price_Per_Litre,Revenue,Payment_Mode,Column1,Column2,Month
TXN000557,2025-01-28,Tamil Nadu,Chennai,ST027,Diesel,Commercial,Auto,16.44,97.63,1605.04,UPI,556,Mismatch,Jan 2025
TXN000558,2025-02-08,Maharashtra,Pune,ST005,Petrol,Commercial,Bike,17.28,108.22,1870.04,Card,557,Mismatch,Feb 2025
TXN000559,2025-05-09,Karnataka,Bengaluru,ST037,Diesel,Commercial,Bike,30.67,96.83,2969.78,Cash,558,Mismatch,May 2025
TXN000560,2025-04-18,Karnataka,Bengaluru,ST048,E20,Commercial,Bike,58.61,105.59,6188.63,Card,559,Mismatch,Apr 2025
TXN000561,2025-04-12,Karnataka,Bengaluru,ST009,E20,Individual,Bike,3.85,107.24,412.87,Card,560,Mismatch,Apr 2025
TXN000562,2025-03-25,Andhra Pradesh,Visakhapatnam,ST002,Diesel,Individual,Truck,24.66,95.51,2355.28,Card,561,Mismatch,Mar 2025
TXN000563,2025-02-04,Andhra Pradesh,Visakhapatnam,ST034,Petrol,Commercial,Bus,74.73,107.75,8052.16,UPI,562,Mismatch,Feb 2025
TXN000564,2025-01-10,Karnataka,Bengaluru,ST009,Petrol,Commercial,Car,9.62,107.75,1036.55,Card,563,Mismatch,Jan 2025
TXN000565,2025-04-24,Telangana,Hyderabad,ST018,Petrol,Commercial,Auto,72.16,108.4,7822.14,Card,564,Mismatch,Apr 2025
TXN000566,2025-04-30,Tamil Nadu,Chennai,ST003,E20,Individual,Auto,17.47,107.38,1875.93,UPI,565,Mismatch,Apr 2025
TXN000567,2025-04-02,Maharashtra,Pune,ST016,E20,Individual,Car,35.18,108.07,3801.9,Card,566,Mismatch,Apr 2025
TXN000568,2025-02-26,Telangana,Hyderabad,ST015,Petrol,Commercial,Bike,79.0,106.89,8444.31,UPI,567,Mismatch,Feb 2025
TXN000569,2025-05-10,Maharashtra,Pune,ST024,Petrol,Commercial,Bus,61.56,107.76,6633.71,Card,568,Mismatch,May 2025
TXN000570,2025-05-28,Telangana,Hyderabad,ST031,Petrol,Individual,Auto,56.39,107.73,6074.89,UPI,569,Mismatch,May 2025
TXN000571,2025-03-13,Telangana,Hyderabad,ST004,Diesel,Individual,Car,13.67,97.09,1327.22,Cash,570,Mismatch,Mar 2025
TXN000572,2025-06-11,Andhra Pradesh,Visakhapatnam,ST037,Diesel,Commercial,Bus,12.76,97.99,1250.35,Card,571,Mismatch,Jun 2025
TXN000573,2025-03-08,Karnataka,Bengaluru,ST030,E20,Commercial,Bus,31.63,106.94,3382.51,UPI,572,Mismatch,Mar 2025
TXN000574,2025-05-31,Tamil Nadu,Chennai,ST030,Petrol,Commercial,Car,18.54,107.15,1986.56,Card,573,Mismatch,May 2025
TXN000575,2025-04-15,Andhra Pradesh,Visakhapatnam,ST003,E20,Individual,Truck,74.05,105.87,7839.67,Card,574,Mismatch,Apr 2025
TXN000576,2025-06-05,Tamil Nadu,Chennai,ST011,E20,Commercial,Truck,14.2,105.98,1504.92,UPI,575,Mismatch,Jun 2025
TXN000577,2025-06-07,Tamil Nadu,Chennai,ST010,Diesel,Individual,Truck,5.32,95.92,510.29,Cash,576,Mismatch,Jun 2025
TXN000578,2025-04-16,Tamil Nadu,Chennai,ST048,Diesel,Commercial,Car,34.03,97.25,3309.42,UPI,577,Mismatch,Apr 2025
TXN000579,2025-04-25,Tamil Nadu,Chennai,ST028,Petrol,Individual,Bus,51.82,110.35,5718.34,Card,578,Mismatch,Apr 2025
TXN000580,2025-01-09,Telangana,Hyderabad,ST047,Petrol,Individual,Truck,15.5,107.53,1666.71,Card,579,Mismatch,Jan 2025
TXN000581,2025-04-08,Karnataka,Bengaluru,ST024,E20,Individual,Bike,56.73,105.6,5990.69,Cash,580,Mismatch,Apr 2025
TXN000582,2025-05-30,Tamil Nadu,Chennai,ST027,Petrol,Commercial,Auto,7.67,108.55,832.58,Cash,581,Mismatch,May 2025
TXN000583,2025-05-08,Karnataka,Bengaluru,ST029,Petrol,Commercial,Bus,7.76,110.33,856.16,Card,582,Mismatch,May 2025
TXN000584,2025-01-25,Tamil Nadu,Chennai,ST044,Petrol,Individual,Auto,10.83,108.36,1173.54,UPI,583,Mismatch,Jan 2025
TXN000585,2025-03-14,Andhra Pradesh,Visakhapatnam,ST035,E20,Commercial,Car,21.95,108.39,2379.16,Card,584,Mismatch,Mar 2025
TXN000586,2025-02-22,Andhra Pradesh,Visakhapatnam,ST006,Diesel,Commercial,Bus,7.19,94.98,682.91,Card,585,Mismatch,Feb 2025
TXN000587,2025-06-07,Andhra Pradesh,Visakhapatnam,ST009,E20,Commercial,Truck,67.23,107.6,7233.95,Card,586,Mismatch,Jun 2025
TXN000588,2025-03-11,Tamil Nadu,Chennai,ST001,Diesel,Commercial,Auto,20.16,98.02,1976.08,UPI,587,Mismatch,Mar 2025
TXN000589,2025-03-14,Tamil Nadu,Chennai,ST001,E20,Individual,Auto,62.45,104.87,6549.13,Card,588,Mismatch,Mar 2025
TXN000590,2025-01-13,Tamil Nadu,Chennai,ST033,E20,Individual,Bus,15.02,107.17,1609.69,Cash,589,Mismatch,Jan 2025
TXN000591,2025-03-14,Telangana,Hyderabad,ST018,Petrol,Individual,Car,16.69,109.63,1829.72,Cash,590,Mismatch,Mar 2025
TXN000592,2025-05-09,Tamil Nadu,Chennai,ST014,E20,Commercial,Bike,23.29,105.51,2457.33,Cash,591,Mismatch,May 2025
TXN000593,2025-02-18,Maharashtra,Pune,ST010,E20,Individual,Auto,73.63,108.62,7997.69,UPI,592,Mismatch,Feb 2025
TXN000594,2025-06-07,Andhra Pradesh,Visakhapatnam,ST050,Diesel,Commercial,Auto,55.52,97.05,5388.22,UPI,593,Mismatch,Jun 2025
TXN000595,2025-04-19,Telangana,Hyderabad,ST020,Petrol,Commercial,Bike,26.63,108.78,2896.81,UPI,594,Mismatch,Apr 2025
TXN000596,2025-06-28,Telangana,Hyderabad,ST019,Petrol,Individual,Car,62.5,108.94,6808.75,UPI,595,Mismatch,Jun 2025
TXN000597,2025-04-12,Telangana,Hyderabad,ST032,Petrol,Commercial,Truck,19.58,107.62,2107.2,Cash,596,Mismatch,Apr 2025
TXN000598,2025-06-12,Andhra Pradesh,Visakhapatnam,ST013,Diesel,Individual,Car,23.43,95.88,2246.47,Card,597,Mismatch,Jun 2025
TXN000599,2025-06-05,Andhra Pradesh,Visakhapatnam,ST028,Diesel,Individual,Car,27.56,96.03,2646.59,Card,598,Mismatch,Jun 2025
TXN000600,2025-03-10,Maharashtra,Pune,ST037,Diesel,Commercial,Truck,63.36,95.71,6064.19,Cash,599,Mismatch,Mar 2025
TXN000601,2025-03-16,Andhra Pradesh,Visakhapatnam,ST020,Petrol,Commercial,Truck,72.29,109.54,7918.65,UPI,600,Mismatch,Mar 2025
TXN000602,2025-04-27,Telangana,Hyderabad,ST016,Diesel,Commercial,Truck,62.4,96.8,6040.32,Card,601,Mismatch,Apr 2025
TXN000603,2025-04-04,Telangana,Hyderabad,ST030,Diesel,Commercial,Car,23.5,94.41,2218.63,Card,602,Mismatch,Apr 2025
TXN000604,2025-01-13,Karnataka,Bengaluru,ST039,Petrol,Commercial,Car,12.16,108.13,1314.86,Card,603,Mismatch,Jan 2025
TXN000605,2025-04-21,Andhra Pradesh,Visakhapatnam,ST007,E20,Individual,Truck,42.3,106.7,4513.41,Cash,604,Mismatch,Apr 2025
TXN000606,2025-01-10,Telangana,Hyderabad,ST007,E20,Individual,Car,40.67,105.22,4279.3,Card,605,Mismatch,Jan 2025
TXN000607,2025-02-06,Telangana,Hyderabad,ST024,Diesel,Individual,Bike,46.85,95.29,4464.34,Card,606,Mismatch,Feb 2025
TXN000608,2025-01-13,Andhra Pradesh,Visakhapatnam,ST017,E20,Individual,Truck,46.36,106.7,4946.61,Card,607,Mismatch,Jan 2025
TXN000609,2025-05-28,Telangana,Hyderabad,ST039,Diesel,Individual,Bike,53.43,95.71,5113.79,Cash,608,Mismatch,May 2025
TXN000610,2025-01-10,Karnataka,Bengaluru,ST036,Petrol,Individual,Truck,3.18,109.36,347.76,UPI,609,Mismatch,Jan 2025
TXN000611,2025-06-21,Karnataka,Bengaluru,ST034,E20,Individual,Bus,42.4,108.03,4580.47,Cash,610,Mismatch,Jun 2025
TXN000612,2025-03-22,Karnataka,Bengaluru,ST029,Diesel,Commercial,Bike,33.48,96.94,3245.55,UPI,611,Mismatch,Mar 2025
TXN000613,2025-05-07,Andhra Pradesh,Visakhapatnam,ST003,Petrol,Individual,Bike,75.15,108.69,8168.05,Card,612,Mismatch,May 2025
TXN000614,2025-06-23,Andhra Pradesh,Visakhapatnam,ST001,Petrol,Individual,Bike,49.97,109.96,5494.7,Card,613,Mismatch,Jun 2025
TXN000615,2025-02-08,Andhra Pradesh,Visakhapatnam,ST033,Diesel,Individual,Bus,26.52,97.06,2574.03,Card,614,Mismatch,Feb 2025
TXN000616,2025-02-22,Karnataka,Bengaluru,ST026,Petrol,Commercial,Bus,78.32,108.23,8476.57,Card,615,Mismatch,Feb 2025
TXN000617,2025-03-23,Karnataka,Bengaluru,ST035,E20,Commercial,Truck,11.76,106.38,1251.03,Cash,616,Mismatch,Mar 2025
TXN000618,2025-03-19,Telangana,Hyderabad,ST017,Petrol,Commercial,Auto,73.67,109.19,8044.03,Cash,617,Mismatch,Mar 2025
TXN000619,2025-02-20,Andhra Pradesh,Visakhapatnam,ST030,Diesel,Commercial,Car,44.86,97.82,4388.21,Card,618,Mismatch,Feb 2025
TXN000620,2025-05-17,Karnataka,Bengaluru,ST011,Petrol,Individual,Bike,31.0,109.12,3382.72,UPI,619,Mismatch,May 2025
TXN000621,2025-06-19,Telangana,Hyderabad,ST025,E20,Individual,Bus,62.34,106.24,6623.0,Card,620,Mismatch,Jun 2025
TXN000622,2025-05-08,Karnataka,Bengaluru,ST014,E20,Individual,Auto,61.59,104.84,6457.1,UPI,621,Mismatch,May 2025
TXN000623,2025-04-14,Karnataka,Bengaluru,ST007,E20,Individual,Car,68.13,105.55,7191.12,UPI,622,Mismatch,Apr 2025
TXN000624,2025-03-26,Tamil Nadu,Chennai,ST012,Petrol,Commercial,Auto,22.0,107.11,2356.42,Cash,623,Mismatch,Mar 2025
TXN000625,2025-06-16,Andhra Pradesh,Visakhapatnam,ST006,Diesel,Commercial,Bike,66.07,96.85,6398.88,Cash,624,Mismatch,Jun 2025
TXN000626,2025-03-24,Andhra Pradesh,Visakhapatnam,ST040,E20,Commercial,Truck,75.1,105.42,7917.04,Card,625,Mismatch,Mar 2025
TXN000627,2025-01-31,Andhra Pradesh,Visakhapatnam,ST030,E20,Commercial,Bus,36.47,108.0,3938.76,Card,626,Mismatch,Jan 2025
TXN000628,2025-03-30,Tamil Nadu,Chennai,ST016,Petrol,Individual,Car,68.18,108.59,7403.67,UPI,627,Mismatch,Mar 2025
TXN000629,2025-01-16,Telangana,Hyderabad,ST033,Diesel,Commercial,Truck,78.15,94.68,7399.24,UPI,628,Mismatch,Jan 2025
TXN000630,2025-03-22,Karnataka,Bengaluru,ST046,Diesel,Commercial,Car,12.59,95.87,1207.0,Cash,629,Mismatch,Mar 2025
TXN000631,2025-03-29,Karnataka,Bengaluru,ST032,E20,Individual,Truck,61.92,108.41,6712.75,Card,630,Mismatch,Mar 2025
TXN000632,2025-01-24,Maharashtra,Pune,ST033,Diesel,Commercial,Bike,17.42,96.27,1677.02,UPI,631,Mismatch,Jan 2025
TXN000633,2025-05-02,Andhra Pradesh,Visakhapatnam,ST028,E20,Individual,Bike,65.05,106.61,6934.98,Cash,632,Mismatch,May 2025
TXN000634,2025-04-11,Karnataka,Bengaluru,ST028,E20,Individual,Car,72.32,106.08,7671.71,UPI,633,Mismatch,Apr 2025
TXN000635,2025-02-04,Andhra Pradesh,Visakhapatnam,ST007,Petrol,Commercial,Car,74.77,110.09,8231.43,Card,634,Mismatch,Feb 2025
TXN000636,2025-03-28,Telangana,Hyderabad,ST042,E20,Individual,Auto,65.77,105.64,6947.94,UPI,635,Mismatch,Mar 2025
TXN000637,2025-02-27,Karnataka,Bengaluru,ST033,Petrol,Individual,Car,8.8,109.2,960.96,UPI,636,Mismatch,Feb 2025
TXN000638,2025-02-10,Maharashtra,Pune,ST042,Diesel,Individual,Truck,64.34,96.46,6206.24,Card,637,Mismatch,Feb 2025
TXN000639,2025-04-03,Telangana,Hyderabad,ST045,Petrol,Commercial,Car,64.1,108.87,6978.57,Card,638,Mismatch,Apr 2025
TXN000640,2025-04-19,Karnataka,Bengaluru,ST047,E20,Commercial,Truck,22.92,107.89,2472.84,Card,639,Mismatch,Apr 2025
TXN000641,2025-01-29,Karnataka,Bengaluru,ST032,E20,Commercial,Car,5.37,107.45,577.01,Card,640,Mismatch,Jan 2025
TXN000642,2025-01-30,Tamil Nadu,Chennai,ST042,E20,Commercial,Car,26.48,105.07,2782.25,Card,641,Mismatch,Jan 2025
TXN000643,2025-05-16,Maharashtra,Pune,ST025,Diesel,Commercial,Car,74.5,98.09,7307.7,UPI,642,Mismatch,May 2025
TXN000644,2025-04-03,Tamil Nadu,Chennai,ST039,E20,Commercial,Car,51.69,105.99,5478.62,UPI,643,Mismatch,Apr 2025
TXN000645,2025-05-20,Telangana,Hyderabad,ST028,Diesel,Commercial,Bus,44.2,96.56,4267.95,Card,644,Mismatch,May 2025
TXN000646,2025-06-03,Tamil Nadu,Chennai,ST049,Petrol,Commercial,Bus,74.1,107.59,7972.42,Card,645,Mismatch,Jun 2025
TXN000647,2025-02-28,Maharashtra,Pune,ST026,Diesel,Commercial,Bike,45.17,94.72,4278.5,UPI,646,Mismatch,Feb 2025
TXN000648,2025-06-03,Karnataka,Bengaluru,ST009,E20,Individual,Car,38.47,108.76,4184.0,Card,647,Mismatch,Jun 2025
TXN000649,2025-03-15,Telangana,Hyderabad,ST021,Petrol,Commercial,Truck,51.43,109.61,5637.24,UPI,648,Mismatch,Mar 2025
TXN000650,2025-06-05,Tamil Nadu,Chennai,ST021,Diesel,Commercial,Bus,18.32,94.57,1732.52,Card,649,Mismatch,Jun 2025
TXN000651,2025-03-27,Andhra Pradesh,Visakhapatnam,ST049,Petrol,Individual,Truck,72.67,108.84,7909.4,Card,650,Mismatch,Mar 2025
TXN000652,2025-05-03,Telangana,Hyderabad,ST012,E20,Commercial,Bike,13.31,105.69,1406.73,Cash,651,Mismatch,May 2025
TXN000653,2025-02-05,Telangana,Hyderabad,ST042,Diesel,Commercial,Car,21.14,95.28,2014.22,UPI,652,Mismatch,Feb 2025
TXN000654,2025-03-13,Karnataka,Bengaluru,ST048,Diesel,Commercial,Bus,11.86,95.9,1137.37,UPI,653,Mismatch,Mar 2025
TXN000655,2025-04-02,Tamil Nadu,Chennai,ST021,Petrol,Commercial,Auto,60.44,108.23,6541.42,UPI,654,Mismatch,Apr 2025
TXN000656,2025-02-25,Karnataka,Bengaluru,ST032,Petrol,Individual,Car,65.84,109.23,7191.7,UPI,655,Mismatch,Feb 2025
TXN000657,2025-05-10,Telangana,Hyderabad,ST004,E20,Individual,Bus,2.07,106.42,220.29,Cash,656,Mismatch,May 2025
TXN000658,2025-02-23,Telangana,Hyderabad,ST043,Petrol,Individual,Bike,69.85,107.73,7524.94,UPI,657,Mismatch,Feb 2025
TXN000659,2025-03-24,Maharashtra,Pune,ST046,Petrol,Commercial,Bike,9.66,107.38,1037.29,Card,658,Mismatch,Mar 2025
TXN000660,2025-05-24,Andhra Pradesh,Visakhapatnam,ST002,E20,Commercial,Bus,11.53,108.53,1251.35,Card,659,Mismatch,May 2025
TXN000661,2025-03-07,Telangana,Hyderabad,ST032,Diesel,Individual,Car,64.17,95.97,6158.39,Cash,660,Mismatch,Mar 2025
TXN000662,2025-05-16,Telangana,Hyderabad,ST030,Petrol,Individual,Auto,70.62,108.53,7664.39,UPI,661,Mismatch,May 2025
TXN000663,2025-02-09,Maharashtra,Pune,ST024,Petrol,Individual,Car,75.88,108.62,8242.09,UPI,662,Mismatch,Feb 2025
TXN000664,2025-05-17,Maharashtra,Pune,ST037,Petrol,Commercial,Car,5.07,107.05,542.74,UPI,663,Mismatch,May 2025
TXN000665,2025-02-26,Andhra Pradesh,Visakhapatnam,ST020,Diesel,Individual,Auto,50.94,94.74,4826.06,Cash,664,Mismatch,Feb 2025
TXN000666,2025-03-30,Telangana,Hyderabad,ST015,Petrol,Commercial,Auto,74.6,109.41,8161.99,UPI,665,Mismatch,Mar 2025
TXN000667,2025-03-04,Tamil Nadu,Chennai,ST035,E20,Individual,Bike,29.28,108.24,3169.27,UPI,666,Mismatch,Mar 2025
TXN000668,2025-06-25,Andhra Pradesh,Visakhapatnam,ST014,Petrol,Commercial,Car,70.62,109.95,7764.67,Cash,667,Mismatch,Jun 2025
TXN000669,2025-05-24,Maharashtra,Pune,ST042,Diesel,Individual,Bike,63.5,96.53,6129.65,Card,668,Mismatch,May 2025
TXN000670,2025-05-16,Karnataka,Bengaluru,ST012,Diesel,Commercial,Bike,55.81,97.47,5439.8,Card,669,Mismatch,May 2025
TXN000671,2025-01-21,Tamil Nadu,Chennai,ST035,Petrol,Individual,Car,5.56,107.3,596.59,Cash,670,Mismatch,Jan 2025
TXN000672,2025-04-18,Karnataka,Bengaluru,ST007,E20,Individual,Bus,10.58,105.37,1114.81,Card,671,Mismatch,Apr 2025
TXN000673,2025-06-27,Maharashtra,Pune,ST035,Diesel,Commercial,Bus,63.33,95.36,6039.15,Cash,672,Mismatch,Jun 2025
TXN000674,2025-03-16,Telangana,Hyderabad,ST006,Diesel,Individual,Bike,55.2,94.97,5242.34,Cash,673,Mismatch,Mar 2025
TXN000675,2025-02-27,Tamil Nadu,Chennai,ST033,Petrol,Commercial,Bike,8.58,107.3,920.63,Cash,674,Mismatch,Feb 2025
TXN000676,2025-04-04,Tamil Nadu,Chennai,ST040,Diesel,Individual,Auto,59.31,95.15,5643.35,Cash,675,Mismatch,Apr 2025
TXN000677,2025-04-26,Andhra Pradesh,Visakhapatnam,ST006,Petrol,Individual,Auto,35.0,108.2,3787.0,Card,676,Mismatch,Apr 2025
TXN000678,2025-03-15,Karnataka,Bengaluru,ST048,Petrol,Commercial,Auto,54.79,108.95,5969.37,Cash,677,Mismatch,Mar 2025
TXN000679,2025-03-04,Tamil Nadu,Chennai,ST023,Petrol,Commercial,Bike,78.81,107.28,8454.74,Cash,678,Mismatch,Mar 2025
TXN000680,2025-04-02,Telangana,Hyderabad,ST024,E20,Commercial,Bike,50.74,108.16,5488.04,Cash,679,Mismatch,Apr 2025
TXN000681,2025-02-25,Karnataka,Bengaluru,ST036,E20,Commercial,Truck,68.83,107.26,7382.71,Cash,680,Mismatch,Feb 2025
TXN000682,2025-05-19,Telangana,Hyderabad,ST032,Petrol,Commercial,Bike,36.88,109.69,4045.37,UPI,681,Mismatch,May 2025
TXN000683,2025-03-04,Andhra Pradesh,Visakhapatnam,ST017,Diesel,Commercial,Truck,77.4,96.4,7461.36,UPI,682,Mismatch,Mar 2025
TXN000684,2025-03-25,Telangana,Hyderabad,ST021,E20,Commercial,Truck,5.27,105.51,556.04,Card,683,Mismatch,Mar 2025
TXN000685,2025-02-05,Tamil Nadu,Chennai,ST001,Diesel,Commercial,Auto,45.94,96.57,4436.43,Cash,684,Mismatch,Feb 2025
TXN000686,2025-04-21,Telangana,Hyderabad,ST002,E20,Commercial,Bus,17.59,107.1,1883.89,Card,685,Mismatch,Apr 2025
TXN000687,2025-04-09,Andhra Pradesh,Visakhapatnam,ST032,Diesel,Commercial,Bus,16.68,98.01,1634.81,Cash,686,Mismatch,Apr 2025
TXN000688,2025-01-14,Karnataka,Bengaluru,ST024,E20,Commercial,Bike,79.26,107.63,8530.75,UPI,687,Mismatch,Jan 2025
TXN000689,2025-06-18,Telangana,Hyderabad,ST041,Petrol,Individual,Truck,55.42,108.75,6026.93,Card,688,Mismatch,Jun 2025
TXN000690,2025-02-06,Tamil Nadu,Chennai,ST039,Diesel,Commercial,Car,5.38,94.37,507.71,UPI,689,Mismatch,Feb 2025
TXN000691,2025-06-28,Andhra Pradesh,Visakhapatnam,ST028,E20,Individual,Bike,12.64,107.41,1357.66,Cash,690,Mismatch,Jun 2025
TXN000692,2025-02-20,Karnataka,Bengaluru,ST002,Petrol,Commercial,Truck,67.01,107.13,7178.78,Cash,691,Mismatch,Feb 2025
TXN000693,2025-03-18,Tamil Nadu,Chennai,ST050,Petrol,Commercial,Car,64.34,108.49,6980.25,UPI,692,Mismatch,Mar 2025
TXN000694,2025-06-14,Karnataka,Bengaluru,ST016,E20,Commercial,Auto,45.3,107.11,4852.08,Card,693,Mismatch,Jun 2025
TXN000695,2025-04-03,Maharashtra,Pune,ST003,E20,Individual,Auto,65.5,107.58,7046.49,UPI,694,Mismatch,Apr 2025
TXN000696,2025-05-27,Maharashtra,Pune,ST007,E20,Commercial,Bus,44.06,107.58,4739.97,UPI,695,Mismatch,May 2025
TXN000697,2025-06-18,Telangana,Hyderabad,ST043,Petrol,Commercial,Auto,74.34,106.94,7949.92,Cash,696,Mismatch,Jun 2025
TXN000698,2025-06-22,Maharashtra,Pune,ST039,Diesel,Commercial,Car,60.14,97.45,5860.64,Cash,697,Mismatch,Jun 2025
TXN000699,2025-04-04,Karnataka,Bengaluru,ST020,Petrol,Commercial,Car,17.31,107.35,1858.23,UPI,698,Mismatch,Apr 2025
TXN000700,2025-06-19,Telangana,Hyderabad,ST046,Diesel,Commercial,Bus,49.71,96.72,4807.95,Card,699,Mismatch,Jun 2025
TXN000701,2025-01-24,Maharashtra,Pune,ST006,E20,Commercial,Truck,14.46,108.26,1565.44,UPI,700,Mismatch,Jan 2025
TXN000702,2025-04-11,Karnataka,Bengaluru,ST004,Petrol,Commercial,Truck,25.52,106.87,2727.32,UPI,701,Mismatch,Apr 2025
TXN000703,2025-05-17,Telangana,Hyderabad,ST037,Petrol,Commercial,Auto,27.28,107.37,2929.05,UPI,702,Mismatch,May 2025
TXN000704,2025-01-14,Tamil Nadu,Chennai,ST031,E20,Commercial,Bus,8.22,106.33,874.03,UPI,703,Mismatch,Jan 2025
TXN000705,2025-03-29,Andhra Pradesh,Visakhapatnam,ST025,E20,Individual,Auto,67.87,107.35,7285.84,UPI,704,Mismatch,Mar 2025
TXN000706,2025-06-24,Tamil Nadu,Chennai,ST007,Petrol,Commercial,Auto,77.82,108.74,8462.15,UPI,705,Mismatch,Jun 2025
TXN000707,2025-06-28,Karnataka,Bengaluru,ST029,E20,Commercial,Bus,50.81,106.77,5424.98,Cash,706,Mismatch,Jun 2025
TXN000708,2025-05-17,Maharashtra,Pune,ST018,Petrol,Individual,Car,14.73,108.28,1594.96,Cash,707,Mismatch,May 2025
TXN000709,2025-01-12,Telangana,Hyderabad,ST013,E20,Individual,Car,7.15,107.64,769.63,Card,708,Mismatch,Jan 2025
TXN000710,2025-02-18,Tamil Nadu,Chennai,ST048,Petrol,Individual,Bike,51.89,109.8,5697.52,UPI,709,Mismatch,Feb 2025
TXN000711,2025-02-27,Telangana,Hyderabad,ST013,Petrol,Commercial,Bike,67.5,109.59,7397.32,Cash,710,Mismatch,Feb 2025
TXN000712,2025-06-28,Maharashtra,Pune,ST032,Diesel,Individual,Bus,57.99,96.06,5570.52,Cash,711,Mismatch,Jun 2025
TXN000713,2025-02-24,Telangana,Hyderabad,ST038,Petrol,Individual,Car,27.93,107.53,3003.31,Cash,712,Mismatch,Feb 2025
TXN000714,2025-01-21,Andhra Pradesh,Visakhapatnam,ST028,E20,Individual,Auto,20.49,106.97,2191.82,UPI,713,Mismatch,Jan 2025
TXN000715,2025-02-27,Telangana,Hyderabad,ST039,E20,Individual,Bike,42.01,106.82,4487.51,Card,714,Mismatch,Feb 2025
TXN000716,2025-01-11,Karnataka,Bengaluru,ST012,Petrol,Individual,Auto,60.25,107.64,6485.31,Card,715,Mismatch,Jan 2025
TXN000717,2025-03-20,Maharashtra,Pune,ST003,Diesel,Commercial,Bus,8.9,94.91,844.7,Cash,716,Mismatch,Mar 2025
TXN000718,2025-01-12,Telangana,Hyderabad,ST046,Diesel,Commercial,Auto,56.86,97.15,5523.95,UPI,717,Mismatch,Jan 2025
TXN000719,2025-04-08,Karnataka,Bengaluru,ST047,Petrol,Individual,Bike,70.53,109.78,7742.78,UPI,718,Mismatch,Apr 2025
TXN000720,2025-03-02,Andhra Pradesh,Visakhapatnam,ST024,E20,Individual,Auto,63.28,106.69,6751.34,Card,719,Mismatch,Mar 2025
TXN000721,2025-01-26,Tamil Nadu,Chennai,ST016,Diesel,Commercial,Auto,10.62,97.13,1031.52,Card,720,Mismatch,Jan 2025
TXN000722,2025-01-05,Tamil Nadu,Chennai,ST018,Petrol,Commercial,Car,9.27,106.67,988.83,UPI,721,Mismatch,Jan 2025
TXN000723,2025-03-09,Maharashtra,Pune,ST014,Petrol,Individual,Car,8.62,106.69,919.67,UPI,722,Mismatch,Mar 2025
TXN000724,2025-06-13,Telangana,Hyderabad,ST040,Diesel,Commercial,Bus,20.37,96.41,1963.87,Cash,723,Mismatch,Jun 2025
TXN000725,2025-01-26,Maharashtra,Pune,ST037,Diesel,Commercial,Truck,35.3,95.48,3370.44,UPI,724,Mismatch,Jan 2025
TXN000726,2025-06-08,Maharashtra,Pune,ST028,Petrol,Commercial,Car,67.92,107.86,7325.85,UPI,725,Mismatch,Jun 2025
TXN000727,2025-01-24,Tamil Nadu,Chennai,ST002,Diesel,Individual,Bus,22.39,95.2,2131.53,Card,726,Mismatch,Jan 2025
TXN000728,2025-02-13,Tamil Nadu,Chennai,ST014,Diesel,Individual,Bike,47.56,95.16,4525.81,Cash,727,Mismatch,Feb 2025
TXN000729,2025-03-06,Maharashtra,Pune,ST047,Petrol,Commercial,Bus,30.16,107.93,3255.17,Cash,728,Mismatch,Mar 2025
TXN000730,2025-04-27,Karnataka,Bengaluru,ST047,Petrol,Commercial,Car,3.39,107.09,363.04,Cash,729,Mismatch,Apr 2025
TXN000731,2025-03-23,Karnataka,Bengaluru,ST022,E20,Commercial,Bike,52.04,107.68,5603.67,Cash,730,Mismatch,Mar 2025
TXN000732,2025-05-28,Tamil Nadu,Chennai,ST021,Petrol,Individual,Bike,76.21,108.38,8259.64,Card,731,Mismatch,May 2025
TXN000733,2025-06-13,Tamil Nadu,Chennai,ST021,E20,Commercial,Auto,37.71,107.84,4066.65,Cash,732,Mismatch,Jun 2025
TXN000734,2025-06-14,Karnataka,Bengaluru,ST023,E20,Commercial,Bike,60.28,107.28,6466.84,Card,733,Mismatch,Jun 2025
TXN000735,2025-05-04,Maharashtra,Pune,ST019,E20,Individual,Bus,64.62,106.17,6860.71,Cash,734,Mismatch,May 2025
TXN000736,2025-02-16,Karnataka,Bengaluru,ST009,Diesel,Commercial,Auto,16.77,98.08,1644.8,Card,735,Mismatch,Feb 2025
TXN000737,2025-03-31,Telangana,Hyderabad,ST049,E20,Commercial,Bus,35.18,107.56,3783.96,Card,736,Mismatch,Mar 2025
TXN000738,2025-01-22,Telangana,Hyderabad,ST002,E20,Commercial,Bus,78.99,104.85,8282.1,Cash,737,Mismatch,Jan 2025
TXN000739,2025-06-13,Karnataka,Bengaluru,ST012,Petrol,Commercial,Bus,7.32,107.9,789.83,Cash,738,Mismatch,Jun 2025
TXN000740,2025-04-24,Tamil Nadu,Chennai,ST026,Diesel,Commercial,Bus,28.3,95.16,2693.03,Card,739,Mismatch,Apr 2025
TXN000741,2025-02-10,Telangana,Hyderabad,ST008,Diesel,Commercial,Bike,23.68,96.37,2282.04,UPI,740,Mismatch,Feb 2025
TXN000742,2025-03-18,Andhra Pradesh,Visakhapatnam,ST004,Petrol,Individual,Truck,49.3,109.91,5418.56,Card,741,Mismatch,Mar 2025
